what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350437780376
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1350437785753
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1350437786253
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1350437786287
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1350437786319
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1350437786352
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1350437786385
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1350437786418
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1350437786451
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1350437786668
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1350437786880
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1350437787058
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1350437787337
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1350437787689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1350437788943
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350437791353
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350437795977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350437805694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350437808356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350437811177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350437829853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350437833206
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1350437847019
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350437847246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350437853828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350437855694
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350437868057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350437882762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350437893508
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350437898592
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350437908029
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350437917473
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350437935600
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350437943844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350437945148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350437954041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350437962051
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1350437964056
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1350437964585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1350437965009
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1350437965394
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350437967012
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1350437971945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350437975260
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350437977062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350437977735
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350437979100
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1350437992555
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350437992685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350437996595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350437998518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350437999692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350438003742
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350438019709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350438041519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350438045349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350438046193
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1350438055230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350438061496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350438062641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350438063059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350438065106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350438066082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350438067017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350438073070
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1350438075252
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350438078129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350438079119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350438080231
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1350438082098
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1350438082277
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1350438091110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350438098689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350438099548
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1350438102792
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350438102954
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1350438102958
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350438103043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1350438103044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350438103055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350438103813
